plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd hash MB isEngine nROCs power mrot phi HDorLD hash_hdld
29 9 3 FO 1255.800 531.700 0 6 1255.800 435.000 1339.500 483.400 1339.500 580.000 1255.800 628.400 1172.100 580.000 1172.100 483.400 1255.800 435.000 0 0 0.750 2.000 0.390 1.000 0.381 1.000 2909030 5 False 3 3.600 0 22.948 0 2909030
29 10 3 FO 1423.200 531.700 0 6 1423.200 435.000 1507.000 483.400 1507.000 580.000 1423.200 628.400 1339.500 580.000 1339.500 483.400 1423.200 435.000 0 0 0.840 2.000 0.429 1.000 0.429 1.000 2910030 5 False 3 3.600 0 20.485 0 2910030
29 0 4 FI -334.900 676.700 2 6 -334.900 580.000 -251.200 628.400 -251.200 725.000 -334.900 773.400 -418.600 725.000 -418.600 628.400 -334.900 580.000 0 1 1.048 2.000 1.086 1.000 0.970 1.000 2900040 13 True 6 7.200 2 116.331 1 2900041
29 1 4 FI -167.400 676.700 2 6 -167.400 580.000 -83.700 628.400 -83.700 725.000 -167.400 773.400 -251.200 725.000 -251.200 628.400 -167.400 580.000 0 1 1.116 2.000 1.252 1.000 1.100 1.000 2901040 14 True 6 7.200 2 103.895 1 2901041
29 2 4 FI 0.000 676.700 1 6 0.000 580.000 83.700 628.400 83.700 725.000 0.000 773.400 -83.700 725.000 -83.700 628.400 0.000 580.000 1 1 1.210 2.000 1.134 1.000 1.149 1.000 2902040 14 False 6 7.200 1 90.000 1 2902041
29 3 4 FI 167.400 676.700 1 6 167.400 580.000 251.200 628.400 251.200 725.000 167.400 773.400 83.700 725.000 83.700 628.400 167.400 580.000 1 0 1.185 2.000 1.094 1.000 1.106 1.000 2903040 15 True 6 7.200 1 76.105 1 2903041
29 4 4 FI 334.900 676.700 1 6 334.900 580.000 418.600 628.400 418.600 725.000 334.900 773.400 251.200 725.000 251.200 628.400 334.900 580.000 1 0 1.053 2.000 1.089 1.000 0.973 1.000 2904040 11 True 6 7.200 1 63.669 1 2904041
29 5 4 FM 502.300 676.700 1 6 502.300 580.000 586.000 628.400 586.000 725.000 502.300 773.400 418.600 725.000 418.600 628.400 502.300 580.000 0 1 0.971 2.000 0.635 1.000 0.563 1.000 2905040 10 False 3 3.600 1 53.414 0 2905040
29 6 4 FM 669.800 676.700 1 6 669.800 580.000 753.500 628.400 753.500 725.000 669.800 773.400 586.000 725.000 586.000 628.400 669.800 580.000 0 1 0.924 2.000 0.520 1.000 0.477 1.000 2906040 9 False 3 3.600 1 45.294 0 2906040
29 7 4 FM 837.200 676.700 1 6 837.200 580.000 920.900 628.400 920.900 725.000 837.200 773.400 753.500 725.000 753.500 628.400 837.200 580.000 0 1 0.848 2.000 0.456 1.000 0.429 1.000 2907040 7 True 3 3.600 1 38.948 0 2907040
29 8 4 FO 1004.600 676.700 1 6 1004.600 580.000 1088.400 628.400 1088.400 725.000 1004.600 773.400 920.900 725.000 920.900 628.400 1004.600 580.000 0 1 0.777 2.000 0.410 1.000 0.396 1.000 2908040 6 True 3 3.600 1 33.964 0 2908040
29 9 4 FO 1172.100 676.700 0 6 1172.100 580.000 1255.800 628.400 1255.800 725.000 1172.100 773.400 1088.400 725.000 1088.400 628.400 1172.100 580.000 0 0 0.740 2.000 0.390 1.000 0.382 1.000 2909040 5 False 3 3.600 0 30.000 0 2909040
29 10 4 bOe 1339.500 676.700 2 5 1423.300 725.000 1255.800 725.000 1255.800 628.400 1339.500 580.000 1423.300 628.400 1423.300 725.000 0.000 0.000 0 0 0.611 1.000 0.331 1.000 0.331 1.000 2910040 5 False 3 3.600 2 26.802 0 2910040
29 0 5 FM -418.600 821.700 2 6 -418.600 725.000 -334.900 773.400 -334.900 870.000 -418.600 918.400 -502.300 870.000 -502.300 773.400 -418.600 725.000 0 1 0.931 2.000 0.549 1.000 0.498 1.000 2900050 23 False 3 3.600 2 116.996 0 2900050
29 1 5 FM -251.200 821.700 2 6 -251.200 725.000 -167.400 773.400 -167.400 870.000 -251.200 918.400 -334.900 870.000 -334.900 773.400 -251.200 725.000 0 1 0.961 2.000 0.615 1.000 0.547 1.000 2901050 22 False 3 3.600 2 106.999 0 2901050
29 2 5 FM -83.700 821.700 2 6 -83.700 725.000 0.000 773.400 0.000 870.000 -83.700 918.400 -167.400 870.000 -167.400 773.400 -83.700 725.000 0 1 0.990 2.000 0.661 1.000 0.582 1.000 2902050 19 False 3 3.600 2 95.816 0 2902050
29 3 5 FM 83.700 821.700 1 6 83.700 725.000 167.400 773.400 167.400 870.000 83.700 918.400 0.000 870.000 0.000 773.400 83.700 725.000 1 0 1.005 2.000 0.662 1.000 0.583 1.000 2903050 17 False 3 3.600 1 84.184 0 2903050
29 4 5 FM 251.200 821.700 1 6 251.200 725.000 334.900 773.400 334.900 870.000 251.200 918.400 167.400 870.000 167.400 773.400 251.200 725.000 1 0 0.981 2.000 0.617 1.000 0.548 1.000 2904050 16 False 3 3.600 1 73.001 0 2904050
29 5 5 FM 418.600 821.700 1 6 418.600 725.000 502.300 773.400 502.300 870.000 418.600 918.400 334.900 870.000 334.900 773.400 418.600 725.000 1 0 0.929 2.000 0.549 1.000 0.498 1.000 2905050 12 False 3 3.600 1 63.004 0 2905050
29 6 5 FM 586.000 821.700 1 6 586.000 725.000 669.800 773.400 669.800 870.000 586.000 918.400 502.300 870.000 502.300 773.400 586.000 725.000 0 1 0.879 2.000 0.487 1.000 0.452 1.000 2906050 10 True 3 3.600 1 54.505 0 2906050
29 7 5 FM 753.500 821.700 1 6 753.500 725.000 837.200 773.400 837.200 870.000 753.500 918.400 669.800 870.000 669.800 773.400 753.500 725.000 0 1 0.821 2.000 0.438 1.000 0.415 1.000 2907050 9 True 3 3.600 1 47.479 0 2907050
29 8 5 FO 920.900 821.700 1 6 920.900 725.000 1004.600 773.400 1004.600 870.000 920.900 918.400 837.200 870.000 837.200 773.400 920.900 725.000 0 1 0.769 2.000 0.404 1.000 0.392 1.000 2908050 7 False 3 3.600 1 41.742 0 2908050
29 9 5 FO 1088.400 821.700 1 6 1088.400 725.000 1172.100 773.400 1172.100 870.000 1088.400 918.400 1004.600 870.000 1004.600 773.400 1088.400 725.000 0 1 0.739 2.000 0.387 1.000 0.379 1.000 2909050 6 False 3 3.600 1 37.051 0 2909050
29 10 5 bOe 1255.800 821.700 0 5 1255.800 725.000 1339.500 870.000 1255.800 918.400 1172.100 870.000 1172.100 773.400 1255.800 725.000 0.000 0.000 0 1 0.607 1.000 0.330 1.000 0.330 1.000 2910050 6 False 3 3.600 0 33.198 0 2910050
29 0 6 FM -502.300 966.700 2 6 -502.300 870.000 -418.600 918.400 -418.600 1015.100 -502.300 1063.400 -586.000 1015.100 -586.000 918.400 -502.300 870.000 0 1 0.849 2.000 0.450 1.000 0.424 1.000 2900060 23 True 3 3.600 2 117.457 0 2900060
29 1 6 FM -334.900 966.700 2 6 -334.900 870.000 -251.200 918.400 -251.200 1015.100 -334.900 1063.400 -418.600 1015.100 -418.600 918.400 -334.900 870.000 0 1 0.855 2.000 0.481 1.000 0.448 1.000 2901060 22 True 3 3.600 2 109.108 0 2901060
29 2 6 FM -167.400 966.700 2 6 -167.400 870.000 -83.700 918.400 -83.700 1015.100 -167.400 1063.400 -251.200 1015.100 -251.200 918.400 -167.400 870.000 0 1 0.894 2.000 0.498 1.000 0.460 1.000 2902060 19 False 3 3.600 2 99.824 0 2902060
29 3 6 FM 0.000 966.700 1 6 0.000 870.000 83.700 918.400 83.700 1015.100 0.000 1063.400 -83.700 1015.100 -83.700 918.400 0.000 870.000 1 0 0.906 2.000 0.511 1.000 0.470 1.000 2903060 18 False 3 3.600 1 90.000 0 2903060
29 4 6 FM 167.400 966.700 1 6 167.400 870.000 251.200 918.400 251.200 1015.100 167.400 1063.400 83.700 1015.100 83.700 918.400 167.400 870.000 1 0 0.914 2.000 0.502 1.000 0.463 1.000 2904060 17 False 3 3.600 1 80.176 0 2904060
29 5 6 FM 334.900 966.700 1 6 334.900 870.000 418.600 918.400 418.600 1015.100 334.900 1063.400 251.200 1015.100 251.200 918.400 334.900 870.000 1 0 0.879 2.000 0.480 1.000 0.446 1.000 2905060 16 True 3 3.600 1 70.892 0 2905060
29 6 6 FM 502.300 966.700 1 6 502.300 870.000 586.000 918.400 586.000 1015.100 502.300 1063.400 418.600 1015.100 418.600 918.400 502.300 870.000 1 0 0.837 2.000 0.445 1.000 0.421 1.000 2906060 12 True 3 3.600 1 62.543 0 2906060
29 7 6 FM 669.800 966.700 1 6 669.800 870.000 753.500 918.400 753.500 1015.100 669.800 1063.400 586.000 1015.100 586.000 918.400 669.800 870.000 0 1 0.788 2.000 0.417 1.000 0.400 1.000 2907060 10 False 3 3.600 1 55.283 0 2907060
29 8 6 FO 837.200 966.700 1 6 837.200 870.000 920.900 918.400 920.900 1015.100 837.200 1063.400 753.500 1015.100 753.500 918.400 837.200 870.000 0 1 0.752 2.000 0.398 1.000 0.387 1.000 2908060 9 False 3 3.600 1 49.106 0 2908060
29 9 6 FO 1004.600 966.700 1 6 1004.600 870.000 1088.400 918.400 1088.400 1015.100 1004.600 1063.400 920.900 1015.100 920.900 918.400 1004.600 870.000 0 1 0.736 2.000 0.386 1.000 0.379 1.000 2909060 7 False 3 3.600 1 43.899 0 2909060
29 10 6 FO 1172.100 966.700 1 6 1172.100 870.000 1255.800 918.400 1255.800 1015.100 1172.100 1063.400 1088.400 1015.100 1088.400 918.400 1172.100 870.000 0 1 0.832 2.000 0.426 1.000 0.426 1.000 2910060 6 False 3 3.600 1 39.514 0 2910060
29 0 7 FO -586.000 1111.700 2 6 -586.000 1015.100 -502.300 1063.400 -502.300 1160.100 -586.000 1208.400 -669.800 1160.100 -669.800 1063.400 -586.000 1015.100 0 1 0.767 2.000 0.400 1.000 0.389 1.000 2900070 23 False 3 3.600 2 117.795 0 2900070
29 1 7 FO -418.600 1111.700 2 6 -418.600 1015.100 -334.900 1063.400 -334.900 1160.100 -418.600 1208.400 -502.300 1160.100 -502.300 1063.400 -418.600 1015.100 0 1 0.788 2.000 0.412 1.000 0.397 1.000 2901070 22 False 3 3.600 2 110.633 0 2901070
29 2 7 FM -251.200 1111.700 2 6 -251.200 1015.100 -167.400 1063.400 -167.400 1160.100 -251.200 1208.400 -334.900 1160.100 -334.900 1063.400 -251.200 1015.100 0 1 0.809 2.000 0.429 1.000 0.409 1.000 2902070 19 True 3 3.600 2 102.733 0 2902070
29 3 7 FM -83.700 1111.700 2 6 -83.700 1015.100 0.000 1063.400 0.000 1160.100 -83.700 1208.400 -167.400 1160.100 -167.400 1063.400 -83.700 1015.100 0 1 0.824 2.000 0.440 1.000 0.417 1.000 2903070 20 False 3 3.600 2 94.306 0 2903070
29 4 7 FM 83.700 1111.700 1 6 83.700 1015.100 167.400 1063.400 167.400 1160.100 83.700 1208.400 0.000 1160.100 0.000 1063.400 83.700 1015.100 1 0 0.824 2.000 0.441 1.000 0.418 1.000 2904070 18 True 3 3.600 1 85.694 0 2904070
29 5 7 FM 251.200 1111.700 1 6 251.200 1015.100 334.900 1063.400 334.900 1160.100 251.200 1208.400 167.400 1160.100 167.400 1063.400 251.200 1015.100 1 0 0.808 2.000 0.430 1.000 0.410 1.000 2905070 17 True 3 3.600 1 77.267 0 2905070
29 6 7 FO 418.600 1111.700 1 6 418.600 1015.100 502.300 1063.400 502.300 1160.100 418.600 1208.400 334.900 1160.100 334.900 1063.400 418.600 1015.100 1 0 0.785 2.000 0.416 1.000 0.400 1.000 2906070 16 False 3 3.600 1 69.367 0 2906070
29 7 7 FO 586.000 1111.700 1 6 586.000 1015.100 669.800 1063.400 669.800 1160.100 586.000 1208.400 502.300 1160.100 502.300 1063.400 586.000 1015.100 1 0 0.761 2.000 0.400 1.000 0.389 1.000 2907070 12 False 3 3.600 1 62.205 0 2907070
29 8 7 FO 753.500 1111.700 1 6 753.500 1015.100 837.200 1063.400 837.200 1160.100 753.500 1208.400 669.800 1160.100 669.800 1063.400 753.500 1015.100 0 1 0.737 2.000 0.392 1.000 0.383 1.000 2908070 10 False 3 3.600 1 55.871 0 2908070
29 9 7 FO 920.900 1111.700 1 6 920.900 1015.100 1004.600 1063.400 1004.600 1160.100 920.900 1208.400 837.200 1160.100 837.200 1063.400 920.900 1015.100 0 1 0.725 2.000 0.382 1.000 0.377 1.000 2909070 9 False 3 3.600 1 50.363 0 2909070
29 10 7 FOe 1088.400 1111.700 1 6 1088.400 1015.100 1172.100 1063.400 1172.100 1160.100 1088.400 1208.400 1004.600 1160.100 1004.600 1063.400 1088.400 1015.100 0 1 0.831 2.000 0.424 1.000 0.424 1.000 2910070 7 False 3 3.600 1 45.607 0 2910070
29 0 8 FO -669.800 1256.700 2 6 -669.800 1160.100 -586.000 1208.400 -586.000 1305.100 -669.800 1353.400 -753.500 1305.100 -753.500 1208.400 -669.800 1160.100 0 1 0.853 2.000 0.431 1.000 0.431 1.000 2900080 23 False 3 3.600 2 118.057 0 2900080
29 1 8 FO -502.300 1256.700 2 6 -502.300 1160.100 -418.600 1208.400 -418.600 1305.100 -502.300 1353.400 -586.000 1305.100 -586.000 1208.400 -502.300 1160.100 0 1 0.744 2.000 0.390 1.000 0.382 1.000 2901080 22 False 3 3.600 2 111.786 0 2901080
29 2 8 FO -334.900 1256.700 2 6 -334.900 1160.100 -251.200 1208.400 -251.200 1305.100 -334.900 1353.400 -418.600 1305.100 -418.600 1208.400 -334.900 1160.100 0 1 0.752 2.000 0.394 1.000 0.385 1.000 2902080 19 False 3 3.600 2 104.922 0 2902080
29 3 8 FO -167.400 1256.700 2 6 -167.400 1160.100 -83.700 1208.400 -83.700 1305.100 -167.400 1353.400 -251.200 1305.100 -251.200 1208.400 -167.400 1160.100 0 1 0.766 2.000 0.398 1.000 0.388 1.000 2903080 20 True 3 3.600 2 97.587 0 2903080
29 4 8 FO 0.000 1256.700 1 6 0.000 1160.100 83.700 1208.400 83.700 1305.100 0.000 1353.400 -83.700 1305.100 -83.700 1208.400 0.000 1160.100 1 0 0.755 2.000 0.399 1.000 0.388 1.000 2904080 21 True 3 3.600 1 90.000 0 2904080
29 5 8 FO 167.400 1256.700 1 6 167.400 1160.100 251.200 1208.400 251.200 1305.100 167.400 1353.400 83.700 1305.100 83.700 1208.400 167.400 1160.100 1 0 0.767 2.000 0.398 1.000 0.387 1.000 2905080 18 False 3 3.600 1 82.413 0 2905080
29 6 8 FO 334.900 1256.700 1 6 334.900 1160.100 418.600 1208.400 418.600 1305.100 334.900 1353.400 251.200 1305.100 251.200 1208.400 334.900 1160.100 1 0 0.758 2.000 0.393 1.000 0.384 1.000 2906080 17 False 3 3.600 1 75.078 0 2906080
29 7 8 FO 502.300 1256.700 1 6 502.300 1160.100 586.000 1208.400 586.000 1305.100 502.300 1353.400 418.600 1305.100 418.600 1208.400 502.300 1160.100 1 0 0.741 2.000 0.389 1.000 0.381 1.000 2907080 16 False 3 3.600 1 68.214 0 2907080
29 8 8 FO 669.800 1256.700 1 6 669.800 1160.100 753.500 1208.400 753.500 1305.100 669.800 1353.400 586.000 1305.100 586.000 1208.400 669.800 1160.100 1 0 0.856 2.000 0.432 1.000 0.432 1.000 2908080 12 False 3 3.600 1 61.943 0 2908080
29 9 8 FOe 837.200 1256.700 1 6 837.200 1160.100 920.900 1208.400 920.900 1305.100 837.200 1353.400 753.500 1305.100 753.500 1208.400 837.200 1160.100 0 1 0.715 2.000 0.379 1.000 0.374 1.000 2909080 10 False 3 3.600 1 56.329 0 2909080
29 1 9 FOe -586.000 1401.700 2 6 -586.000 1305.100 -502.300 1353.400 -502.300 1450.100 -586.000 1498.400 -669.800 1450.100 -669.800 1353.400 -586.000 1305.100 0 1 0.709 2.000 0.378 1.000 0.374 1.000 2901090 22 False 3 3.600 2 112.688 0 2901090
29 2 9 FO -418.600 1401.700 2 6 -418.600 1305.100 -334.900 1353.400 -334.900 1450.100 -418.600 1498.400 -502.300 1450.100 -502.300 1353.400 -418.600 1305.100 0 1 0.719 2.000 0.379 1.000 0.375 1.000 2902090 19 False 3 3.600 2 106.628 0 2902090
29 3 9 FO -251.200 1401.700 2 6 -251.200 1305.100 -167.400 1353.400 -167.400 1450.100 -251.200 1498.400 -334.900 1450.100 -334.900 1353.400 -251.200 1305.100 0 1 0.726 2.000 0.383 1.000 0.377 1.000 2903090 20 False 3 3.600 2 100.160 0 2903090
29 4 9 FO -83.700 1401.700 2 6 -83.700 1305.100 0.000 1353.400 0.000 1450.100 -83.700 1498.400 -167.400 1450.100 -167.400 1353.400 -83.700 1305.100 0 1 0.863 2.000 0.435 1.000 0.435 1.000 2904090 20 False 3 3.600 2 93.417 0 2904090
29 5 9 FO 83.700 1401.700 1 6 83.700 1305.100 167.400 1353.400 167.400 1450.100 83.700 1498.400 0.000 1450.100 0.000 1353.400 83.700 1305.100 1 0 0.735 2.000 0.385 1.000 0.379 1.000 2905090 21 False 3 3.600 1 86.583 0 2905090
29 6 9 FO 251.200 1401.700 1 6 251.200 1305.100 334.900 1353.400 334.900 1450.100 251.200 1498.400 167.400 1450.100 167.400 1353.400 251.200 1305.100 1 0 0.720 2.000 0.384 1.000 0.378 1.000 2906090 18 False 3 3.600 1 79.840 0 2906090
29 7 9 FO 418.600 1401.700 1 6 418.600 1305.100 502.300 1353.400 502.300 1450.100 418.600 1498.400 334.900 1450.100 334.900 1353.400 418.600 1305.100 1 0 0.715 2.000 0.380 1.000 0.375 1.000 2907090 17 False 3 3.600 1 73.372 0 2907090
29 8 9 FOe 586.000 1401.700 1 6 586.000 1305.100 669.800 1353.400 669.800 1450.100 586.000 1498.400 502.300 1450.100 502.300 1353.400 586.000 1305.100 1 0 0.707 2.000 0.376 1.000 0.372 1.000 2908090 16 False 3 3.600 1 67.312 0 2908090
29 4 10 FOe -167.400 1546.800 2 6 -167.400 1450.100 -83.700 1498.400 -83.700 1595.100 -167.400 1643.400 -251.200 1595.100 -251.200 1498.400 -167.400 1450.100 0 1 0.705 2.000 0.376 1.000 0.373 1.000 2904100 20 False 3 3.600 2 96.177 0 2904100
29 5 10 cOe 0.000 1546.800 1 3 83.700 1498.400 -83.700 1498.400 -0.000 1450.100 83.700 1498.400 0.000 0.000 0.000 0.000 0.000 0.000 1 0 0.000 0.000 0.120 0.000 0.120 0.000 2905100 21 False 3 3.600 1 90.000 0 2905100
29 6 10 FOe 167.400 1546.800 1 6 167.400 1450.100 251.200 1498.400 251.200 1595.100 167.400 1643.400 83.700 1595.100 83.700 1498.400 167.400 1450.100 1 0 0.705 2.000 0.375 1.000 0.372 1.000 2906100 21 False 3 3.600 1 83.823 0 2906100
29 2 0 aIe 334.900 96.700 3 4 334.900 193.300 334.900 -0.000 418.600 48.300 418.600 145.000 334.900 193.300 0.000 0.000 0.000 0.000 0 0 1.399 2.000 1.536 2.000 1.536 2.000 2902000 0 False 6 7.200 3 16.106 1 2902001
29 2 1 aIe 251.200 241.700 4 4 167.400 290.000 334.900 193.300 334.900 290.000 251.200 338.400 167.400 290.000 0.000 0.000 0.000 0.000 0 1 1.441 2.000 1.546 2.000 1.546 2.000 2902010 8 False 6 7.200 4 43.896 1 2902011
29 1 2 bIe 0.000 386.700 5 5 -83.700 338.400 83.700 338.400 83.700 435.000 0.000 483.400 -83.700 435.000 -83.700 338.400 0.000 0.000 1 0 2.006 3.000 2.083 2.000 2.083 2.000 2901020 15 False 6 7.200 5 90.000 1 2901021
29 10 1 aOe 1590.700 241.700 0 4 1590.700 145.000 1590.700 338.400 1507.000 290.000 1507.000 193.300 1590.700 145.000 0.000 0.000 0.000 0.000 0 0 0.410 1.000 0.228 1.000 0.228 1.000 2910010 3 False 3 3.600 0 8.640 0 2910010
29 11 3 cOe 1590.700 531.700 0 3 1590.700 435.000 1507.000 580.000 1507.000 483.400 1590.700 435.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 2911030 4 False 3 3.600 0 18.482 0 2911030
29 11 4 cOe 1507.000 676.700 0 3 1507.000 580.000 1423.200 725.000 1423.200 628.400 1507.000 580.000 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 2911040 5 False 3 3.600 0 24.182 0 2911040
29 11 6 cOe 1339.500 966.700 0 3 1339.500 870.000 1255.800 1015.100 1255.800 918.400 1339.500 870.000 0.000 0.000 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.120 0.000 0.120 0.000 2911060 6 False 3 3.600 0 35.818 0 2911060
29 11 7 cOe 1255.800 1111.700 0 3 1255.800 1015.100 1172.100 1160.100 1172.100 1063.400 1255.800 1015.100 0.000 0.000 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.120 0.000 0.120 0.000 2911070 7 False 3 3.600 0 41.517 0 2911070
29 10 8 aOe 1004.600 1256.700 1 4 1088.400 1208.400 920.900 1305.100 920.900 1208.400 1004.600 1160.100 1088.400 1208.400 0.000 0.000 0.000 0.000 0 1 0.411 1.000 0.226 1.000 0.226 1.000 2910080 9 False 3 3.600 1 51.361 0 2910080
29 0 9 cOe -753.500 1401.700 2 3 -669.800 1450.100 -753.500 1305.100 -669.800 1353.400 -669.800 1450.100 0.000 0.000 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.120 0.000 0.120 0.000 2900090 23 False 3 3.600 2 118.261 0 2900090
29 9 9 cOe 753.500 1401.700 0 3 753.500 1305.100 669.800 1450.100 669.800 1353.400 753.500 1305.100 0.000 0.000 0.000 0.000 0.000 0.000 1 0 0.000 0.000 0.120 0.000 0.120 0.000 2909090 12 False 3 3.600 0 61.739 0 2909090
29 2 10 aOe -502.300 1546.800 2 4 -418.600 1595.100 -586.000 1498.400 -502.300 1450.100 -418.600 1498.400 -418.600 1595.100 0.000 0.000 0.000 0.000 0 1 0.458 1.000 0.226 1.000 0.226 1.000 2902100 19 False 3 3.600 2 107.990 0 2902100
29 3 10 bOe -334.900 1546.800 2 5 -251.200 1595.100 -418.600 1595.100 -418.600 1498.400 -334.900 1450.100 -251.200 1498.400 -251.200 1595.100 0.000 0.000 0 1 0.600 1.000 0.325 1.000 0.325 1.000 2903100 20 False 3 3.600 2 102.217 0 2903100
29 7 10 bOe 334.900 1546.800 2 5 418.600 1595.100 251.200 1595.100 251.200 1498.400 334.900 1450.100 418.600 1498.400 418.600 1595.100 0.000 0.000 1 0 0.605 1.000 0.326 1.000 0.326 1.000 2907100 18 False 3 3.600 2 77.783 0 2907100
29 8 10 aOe 502.300 1546.800 1 4 586.000 1498.400 418.600 1595.100 418.600 1498.400 502.300 1450.100 586.000 1498.400 0.000 0.000 0.000 0.000 1 0 0.457 1.000 0.226 1.000 0.226 1.000 2908100 17 False 3 3.600 1 72.010 0 2908100
30 3 4 FI 167.400 483.400 1 6 251.200 435.000 251.200 531.700 167.400 580.000 83.700 531.700 83.700 435.000 167.400 386.700 251.200 435.000 1 0 1.444 2.000 1.542 2.000 1.555 2.000 3003040 9 False 6 7.200 1 70.899 1 3003041
30 4 5 FI 251.200 628.400 1 6 334.900 580.000 334.900 676.700 251.200 725.000 167.400 676.700 167.400 580.000 251.200 531.700 334.900 580.000 1 0 1.092 2.000 1.238 1.000 1.090 1.000 3004050 9 True 6 7.200 1 68.211 1 3004051
30 5 6 FM 334.900 773.400 1 6 418.600 725.000 418.600 821.700 334.900 870.000 251.200 821.700 251.200 725.000 334.900 676.700 418.600 725.000 1 0 0.931 2.000 0.602 1.000 0.538 1.000 3005060 10 False 3 3.600 1 66.586 0 3005060
30 6 7 FM 418.600 918.400 1 6 502.300 870.000 502.300 966.700 418.600 1015.100 334.900 966.700 334.900 870.000 418.600 821.700 502.300 870.000 1 0 0.833 2.000 0.468 1.000 0.439 1.000 3006070 10 True 3 3.600 1 65.497 0 3006070
30 7 8 FO 502.300 1063.400 1 6 586.000 1015.100 586.000 1111.700 502.300 1160.100 418.600 1111.700 418.600 1015.100 502.300 966.700 586.000 1015.100 1 0 0.769 2.000 0.408 1.000 0.394 1.000 3007080 10 False 3 3.600 1 64.716 0 3007080
30 8 9 FO 586.000 1208.400 1 6 669.800 1160.100 669.800 1256.700 586.000 1305.100 502.300 1256.700 502.300 1160.100 586.000 1111.700 669.800 1160.100 1 0 0.732 2.000 0.387 1.000 0.380 1.000 3008090 10 False 3 3.600 1 64.129 0 3008090
30 9 10 FOe 669.800 1353.400 1 6 753.500 1305.100 753.500 1401.700 669.800 1450.100 586.000 1401.700 586.000 1305.100 669.800 1256.700 753.500 1305.100 1 0 0.705 2.000 0.376 1.000 0.372 1.000 3009100 10 False 3 3.600 1 63.669 0 3009100
30 2 4 FI 0.000 483.400 1 6 83.700 435.000 83.700 531.700 0.000 580.000 -83.700 531.700 -83.700 435.000 0.000 386.700 83.700 435.000 1 0 1.567 2.000 1.637 2.000 1.664 2.000 3002040 3 False 6 7.200 1 90.000 1 3002041
30 3 5 FI 83.700 628.400 1 6 167.400 580.000 167.400 676.700 83.700 725.000 0.000 676.700 0.000 580.000 83.700 531.700 167.400 580.000 1 0 1.200 2.000 1.176 1.000 1.194 1.000 3003050 3 True 6 7.200 1 82.413 1 3003051
30 4 6 FM 167.400 773.400 1 6 251.200 725.000 251.200 821.700 167.400 870.000 83.700 821.700 83.700 725.000 167.400 676.700 251.200 725.000 1 0 0.975 2.000 0.669 1.000 0.590 1.000 3004060 8 False 3 3.600 1 77.787 0 3004060
30 5 7 FM 251.200 918.400 1 6 334.900 870.000 334.900 966.700 251.200 1015.100 167.400 966.700 167.400 870.000 251.200 821.700 334.900 870.000 1 0 0.858 2.000 0.500 1.000 0.462 1.000 3005070 8 False 3 3.600 1 74.703 0 3005070
30 6 8 FM 334.900 1063.400 1 6 418.600 1015.100 418.600 1111.700 334.900 1160.100 251.200 1111.700 251.200 1015.100 334.900 966.700 418.600 1015.100 1 0 0.786 2.000 0.424 1.000 0.405 1.000 3006080 8 True 3 3.600 1 72.519 0 3006080
30 7 9 FO 418.600 1208.400 1 6 502.300 1160.100 502.300 1256.700 418.600 1305.100 334.900 1256.700 334.900 1160.100 418.600 1111.700 502.300 1160.100 1 0 0.748 2.000 0.392 1.000 0.384 1.000 3007090 8 False 3 3.600 1 70.893 0 3007090
30 8 10 FO 502.300 1353.400 1 6 586.000 1305.100 586.000 1401.700 502.300 1450.100 418.600 1401.700 418.600 1305.100 502.300 1256.700 586.000 1305.100 1 0 0.717 2.000 0.380 1.000 0.375 1.000 3008100 8 False 3 3.600 1 69.638 0 3008100
30 3 3 FIe 251.200 338.400 1 6 167.500 290.000 251.200 241.700 334.900 290.000 334.900 386.700 251.200 435.000 167.500 386.700 167.500 290.000 0 1 1.909 2.000 1.968 2.000 2.092 2.000 3003030 11 False 6 7.200 1 53.413 1 3003031
30 3 1 FIe 418.600 48.300 0 6 334.800 -0.000 418.600 -48.400 502.300 0.000 502.300 96.700 418.600 145.000 334.900 96.700 334.800 -0.000 0 0 1.897 2.000 1.968 2.000 2.090 2.000 3003010 24 False 6 7.200 0 6.582 1 3003011
30 1 4 FI -167.400 483.400 2 6 -83.700 435.000 -83.700 531.700 -167.400 580.000 -251.200 531.700 -251.200 435.000 -167.400 386.700 -83.700 435.000 0 1 1.483 2.000 1.539 2.000 1.552 2.000 3001040 1 False 6 7.200 2 109.101 1 3001041
30 2 5 FI -83.700 628.400 2 6 0.000 580.000 0.000 676.700 -83.700 725.000 -167.400 676.700 -167.400 580.000 -83.700 531.700 0.000 580.000 1 0 1.186 2.000 1.175 1.000 1.192 1.000 3002050 3 False 6 7.200 2 97.587 1 3002051
