plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd hash MB isEngine nROCs power mrot phi HDorLD hash_hdld
5 9 1 FOe 1423.200 145.000 2 6 1423.200 48.300 1507.000 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.200 48.300 0 0 1.649 2.000 0.554 1.000 0.554 1.000 509010 13 True 3 3.600 0 5.817 0 509010
5 3 2 FI 334.900 290.000 1 6 334.900 193.300 418.600 241.700 418.600 338.400 334.900 386.700 251.200 338.400 251.200 241.700 334.900 193.300 0 0 10.076 11.000 3.749 3.000 4.815 4.000 503020 5 False 6 7.200 1 40.890 1 503021
5 4 2 FI 502.300 290.000 1 6 502.300 193.300 586.000 241.700 586.000 338.400 502.300 386.700 418.600 338.400 418.600 241.700 502.300 193.300 0 0 6.876 7.000 2.722 3.000 3.064 3.000 504020 4 False 6 7.200 1 30.000 1 504021
5 5 2 FI 669.800 290.000 0 6 669.800 193.300 753.500 241.700 753.500 338.400 669.800 386.700 586.000 338.400 586.000 241.700 669.800 193.300 0 0 4.981 6.000 2.003 2.000 2.114 2.000 505020 12 True 6 7.200 0 23.411 1 505021
5 6 2 FM 837.200 290.000 0 6 837.200 193.300 920.900 241.700 920.900 338.400 837.200 386.700 753.500 338.400 753.500 241.700 837.200 193.300 0 0 3.887 4.000 1.235 1.000 1.239 1.000 506020 6 False 3 3.600 0 19.106 0 506020
5 7 2 FM 1004.600 290.000 0 6 1004.600 193.300 1088.400 241.700 1088.400 338.400 1004.600 386.700 920.900 338.400 920.900 241.700 1004.600 193.300 0 0 2.917 3.000 0.925 1.000 0.916 1.000 507020 6 True 3 3.600 0 16.102 0 507020
5 8 2 FM 1172.100 290.000 0 6 1172.100 193.300 1255.800 241.700 1255.800 338.400 1172.100 386.700 1088.400 338.400 1088.400 241.700 1172.100 193.300 0 0 2.354 3.000 0.760 1.000 0.748 1.000 508020 6 False 3 3.600 0 13.897 0 508020
5 9 2 FO 1339.500 290.000 0 6 1339.500 193.300 1423.200 241.700 1423.200 338.400 1339.500 386.700 1255.800 338.400 1255.800 241.700 1339.500 193.300 0 0 2.092 3.000 0.637 1.000 0.637 1.000 509020 13 False 3 3.600 0 12.216 0 509020
5 4 3 FI 418.600 435.000 1 6 418.600 338.400 502.300 386.700 502.300 483.400 418.600 531.700 334.900 483.400 334.900 386.700 418.600 338.400 0 0 6.512 7.000 2.605 3.000 2.882 3.000 504030 5 True 6 7.200 1 46.101 1 504031
5 5 3 FI 586.000 435.000 1 6 586.000 338.400 669.800 386.700 669.800 483.400 586.000 531.700 502.300 483.400 502.300 386.700 586.000 338.400 0 0 4.950 6.000 1.994 2.000 2.104 2.000 505030 4 True 6 7.200 1 36.587 1 505031
5 6 3 FM 753.500 435.000 1 6 753.500 338.400 837.200 386.700 837.200 483.400 753.500 531.700 669.800 483.400 669.800 386.700 753.500 338.400 0 0 3.972 5.000 1.270 1.000 1.277 1.000 506030 9 False 3 3.600 1 29.998 0 506030
5 7 3 FM 920.900 435.000 0 6 920.900 338.400 1004.600 386.700 1004.600 483.400 920.900 531.700 837.200 483.400 837.200 386.700 920.900 338.400 0 0 3.142 4.000 0.971 1.000 0.965 1.000 507030 7 False 3 3.600 0 25.284 0 507030
5 8 3 FM 1088.400 435.000 0 6 1088.400 338.400 1172.100 386.700 1172.100 483.400 1088.400 531.700 1004.600 483.400 1004.600 386.700 1088.400 338.400 0 0 2.401 3.000 0.782 1.000 0.770 1.000 508030 7 True 3 3.600 0 21.785 0 508030
5 9 3 FO 1255.800 435.000 0 6 1255.800 338.400 1339.500 386.700 1339.500 483.400 1255.800 531.700 1172.100 483.400 1172.100 386.700 1255.800 338.400 0 0 1.885 2.000 0.609 1.000 0.607 1.000 509030 7 False 3 3.600 0 19.106 0 509030
5 5 4 FM 502.300 580.000 1 6 502.300 483.400 586.000 531.700 586.000 628.400 502.300 676.700 418.600 628.400 418.600 531.700 502.300 483.400 0 0 4.616 5.000 1.521 2.000 1.555 2.000 505040 11 False 3 3.600 1 49.106 0 505040
5 6 4 FM 669.800 580.000 1 6 669.800 483.400 753.500 531.700 753.500 628.400 669.800 676.700 586.000 628.400 586.000 531.700 669.800 483.400 0 0 3.874 4.000 1.231 1.000 1.240 1.000 506040 10 False 3 3.600 1 40.890 0 506040
5 7 4 FM 837.200 580.000 1 6 837.200 483.400 920.900 531.700 920.900 628.400 837.200 676.700 753.500 628.400 753.500 531.700 837.200 483.400 0 0 3.105 4.000 0.967 1.000 0.960 1.000 507040 9 False 3 3.600 1 34.714 0 507040
5 8 4 FM 1004.600 580.000 0 6 1004.600 483.400 1088.400 531.700 1088.400 628.400 1004.600 676.700 920.900 628.400 920.900 531.700 1004.600 483.400 0 0 2.444 3.000 0.796 1.000 0.785 1.000 508040 8 True 3 3.600 0 30.000 0 508040
5 9 4 FO 1172.100 580.000 0 6 1172.100 483.400 1255.800 531.700 1255.800 628.400 1172.100 676.700 1088.400 628.400 1088.400 531.700 1172.100 483.400 0 0 1.921 2.000 0.633 1.000 0.631 1.000 509040 8 False 3 3.600 0 26.328 0 509040
5 6 5 FM 586.000 725.000 1 6 586.000 628.400 669.800 676.700 669.800 773.400 586.000 821.700 502.300 773.400 502.300 676.700 586.000 628.400 0 0 3.588 4.000 1.122 1.000 1.123 1.000 506050 11 True 3 3.600 1 51.052 0 506050
5 7 5 FM 753.500 725.000 1 6 753.500 628.400 837.200 676.700 837.200 773.400 753.500 821.700 669.800 773.400 669.800 676.700 753.500 628.400 0 0 2.947 3.000 0.930 1.000 0.920 1.000 507050 10 True 3 3.600 1 43.896 0 507050
5 8 5 FM 920.900 725.000 4 6 920.900 628.400 1004.600 676.700 1004.600 773.400 920.900 821.700 837.200 773.400 837.200 676.700 920.900 628.400 0 0 2.390 3.000 0.785 1.000 0.774 1.000 508050 9 True 3 3.600 1 38.212 0 508050
5 9 5 FO 1088.400 725.000 1 6 1088.400 628.400 1172.100 676.700 1172.100 773.400 1088.400 821.700 1004.600 773.400 1004.600 676.700 1088.400 628.400 0 0 1.953 2.000 0.636 1.000 0.633 1.000 509050 8 False 3 3.600 1 33.668 0 509050
5 7 6 FM 669.800 870.000 1 6 669.800 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 586.000 821.700 669.800 773.400 0 0 2.700 3.000 0.867 1.000 0.856 1.000 507060 11 False 3 3.600 1 52.408 0 507060
5 8 6 FM 837.200 870.000 1 6 837.200 773.400 920.900 821.700 920.900 918.400 837.200 966.700 753.500 918.400 753.500 821.700 837.200 773.400 0 0 2.359 3.000 0.749 1.000 0.738 1.000 508060 10 False 3 3.600 1 46.101 0 508060
5 9 6 FO 1004.600 870.000 1 6 1004.600 773.400 1088.400 821.700 1088.400 918.400 1004.600 966.700 920.900 918.400 920.900 821.700 1004.600 773.400 0 0 1.856 2.000 0.613 1.000 0.612 1.000 509060 9 False 3 3.600 1 40.893 0 509060
5 8 7 FO 753.500 1015.100 1 6 753.500 918.400 837.200 966.700 837.200 1063.400 753.500 1111.700 669.800 1063.400 669.800 966.700 753.500 918.400 0 0 2.148 3.000 0.680 1.000 0.675 1.000 508070 14 False 3 3.600 1 53.414 0 508070
5 9 7 FO 920.900 1015.100 1 6 920.900 918.400 1004.600 966.700 1004.600 1063.400 920.900 1111.700 837.200 1063.400 837.200 966.700 920.900 918.400 0 0 2.091 3.000 0.639 1.000 0.639 1.000 509070 14 False 3 3.600 1 47.786 0 509070
5 9 8 bOe 837.200 1160.100 4 5 920.900 1208.400 753.500 1208.400 753.500 1111.700 837.200 1063.400 920.900 1111.700 920.900 1208.400 0.000 0.000 0 0 1.374 2.000 0.501 1.000 0.501 1.000 509080 14 True 3 3.600 2 54.183 0 509080
5 2 0 gIe 334.900 0.000 3 6 334.900 96.700 310.300 82.500 310.300 -82.500 334.900 -96.700 418.600 -48.300 418.600 48.300 334.900 96.700 0 0 9.922 11.000 5.308 5.000 5.308 5.000 502000 0 False 6 7.200 3 0.000 1 502001
5 2 1 dIe 251.200 145.000 3 5 251.200 241.700 226.600 227.500 310.300 82.500 334.900 96.700 334.900 193.300 251.200 241.700 0.000 0.000 0 0 6.188 7.000 3.154 3.000 3.154 3.000 502010 5 False 3 3.600 3 29.995 1 502011
5 9 0 cOe 1507.000 0.000 5 3 1423.200 -48.300 1507.000 96.700 1423.200 48.300 1423.200 -48.300 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 509000 13 False 3 3.600 5 0.000 0 509000
5 10 2 cOe 1507.000 290.000 0 3 1507.000 193.300 1423.200 338.400 1423.200 241.700 1507.000 193.300 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 510020 13 False 3 3.600 0 10.893 0 510020
5 10 3 aOe 1423.200 435.000 0 4 1423.200 338.300 1423.200 531.700 1339.500 483.400 1339.500 386.700 1423.200 338.300 0.000 0.000 0.000 0.000 0 0 0.815 1.000 0.348 1.000 0.348 1.000 510030 7 False 3 3.600 0 16.996 0 510030
5 10 4 bOe 1339.500 580.000 1 5 1423.200 531.700 1339.500 676.700 1255.800 628.400 1255.800 531.700 1339.500 483.400 1423.200 531.700 0.000 0.000 0 0 1.330 2.000 0.487 1.000 0.487 1.000 510040 8 False 3 3.600 1 23.412 0 510040
5 10 5 dOe 1255.800 725.000 0 5 1255.800 628.400 1297.700 652.500 1213.900 797.500 1172.100 773.400 1172.100 676.700 1255.800 628.400 0.000 0.000 0 0 0.820 1.000 0.384 1.000 0.384 1.000 510050 8 False 2 2.400 0 29.999 0 510050
5 10 6 bOe 1172.100 870.000 1 5 1255.800 821.700 1172.100 966.700 1088.400 918.400 1088.400 821.700 1172.100 773.400 1255.800 821.700 0.000 0.000 0 0 1.316 2.000 0.479 1.000 0.479 1.000 510060 8 False 3 3.600 1 36.585 0 510060
5 10 7 aOe 1088.400 1015.100 1 4 1172.100 966.700 1004.600 1063.400 1004.600 966.700 1088.400 918.400 1172.100 966.700 0.000 0.000 0.000 0.000 0 0 0.823 1.000 0.345 1.000 0.345 1.000 510070 14 False 3 3.600 1 43.004 0 510070
5 10 8 cOe 1004.600 1160.100 0 3 1004.600 1063.400 920.900 1208.400 920.900 1111.700 1004.600 1063.400 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 510080 14 False 3 3.600 0 49.109 0 510080
6 8 7 FO 753.500 1015.100 4 6 669.700 1063.400 669.800 966.700 753.500 918.400 837.200 966.700 837.200 1063.400 753.500 1111.700 669.700 1063.400 0 0 0.000 2.000 0.613 1.000 0.606 1.000 608070 11 False 3 3.600 4 53.414 0 608070
6 7 6 FM 669.800 870.000 4 6 586.000 918.400 586.000 821.700 669.700 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 0 0 0.000 2.000 0.791 1.000 0.769 1.000 607060 11 True 3 3.600 4 52.408 0 607060
6 6 5 FM 586.000 725.000 4 6 502.300 773.400 502.300 676.700 586.000 628.400 669.800 676.700 669.700 773.400 586.000 821.700 502.300 773.400 0 0 0.000 2.000 1.008 1.000 0.990 1.000 606050 11 False 3 3.600 4 51.052 0 606050
6 5 4 FM 502.300 580.000 4 6 418.600 628.400 418.600 531.700 502.300 483.400 586.100 531.700 586.000 628.400 502.300 676.700 418.600 628.400 0 0 0.000 2.000 1.373 2.000 1.368 2.000 605040 11 False 3 3.600 4 49.106 0 605040
6 4 3 FI 418.600 435.000 1 6 334.800 483.300 334.900 386.700 418.600 338.400 502.300 386.600 502.300 483.400 418.600 531.700 334.800 483.300 0 0 0.000 2.000 2.416 2.000 2.576 3.000 604030 5 True 6 7.200 4 46.101 1 604031
6 3 2 FI 334.900 290.000 1 6 251.100 338.400 251.200 241.700 334.900 193.400 418.600 241.700 418.600 338.400 334.900 386.700 251.100 338.400 0 0 0.000 2.000 3.537 3.000 4.330 4.000 603020 5 False 6 7.200 4 40.890 1 603021
6 8 6 FM 837.200 870.000 4 6 753.500 918.400 753.500 821.700 837.300 773.400 920.900 821.700 921.000 918.400 837.200 966.700 753.500 918.400 0 0 0.000 2.000 0.673 1.000 0.661 1.000 608060 10 False 3 3.600 4 46.101 0 608060
6 7 5 FM 753.500 725.000 4 6 669.700 773.400 669.800 676.700 753.500 628.300 837.200 676.700 837.300 773.400 753.500 821.700 669.700 773.400 0 0 0.000 2.000 0.852 1.000 0.829 1.000 607050 10 True 3 3.600 4 43.896 0 607050
6 6 4 FM 669.800 580.000 4 6 586.000 628.400 586.100 531.700 669.800 483.400 753.500 531.700 753.500 628.300 669.800 676.700 586.000 628.400 0 0 0.000 2.000 1.107 1.000 1.090 1.000 606040 10 False 3 3.600 4 40.890 0 606040
6 5 3 FI 586.000 435.000 1 6 502.300 483.400 502.300 386.600 586.100 338.300 669.800 386.700 669.800 483.400 586.100 531.700 502.300 483.400 0 0 0.000 2.000 1.835 2.000 1.883 2.000 605030 4 True 6 7.200 4 36.587 1 605031
6 4 2 FI 502.300 290.000 1 6 418.600 338.400 418.600 241.700 502.400 193.300 586.000 241.700 586.100 338.300 502.300 386.600 418.600 338.400 0 0 0.000 2.000 2.536 2.000 2.738 3.000 604020 4 False 6 7.200 4 30.000 1 604021
6 3 1 FI 418.600 145.000 0 6 334.900 193.400 334.900 96.700 418.700 48.300 502.300 96.700 502.400 193.300 418.600 241.700 334.900 193.400 0 0 0.000 2.000 3.534 3.000 4.323 4.000 603010 2 False 6 7.200 3 19.106 1 603011
6 9 6 FO 1004.600 870.000 4 6 921.000 918.400 920.900 821.700 1004.700 773.400 1088.400 821.700 1088.400 918.300 1004.600 966.700 921.000 918.400 0 0 0.000 2.000 0.608 1.000 0.608 1.000 609060 9 False 3 3.600 4 40.893 0 609060
6 8 5 FM 920.900 725.000 4 6 837.300 773.400 837.200 676.700 920.900 628.300 1004.700 676.700 1004.700 773.400 920.900 821.700 837.300 773.400 0 0 0.000 2.000 0.716 1.000 0.701 1.000 608050 9 True 3 3.600 4 38.212 0 608050
6 7 4 FM 837.200 580.000 4 6 753.500 628.300 753.500 531.700 837.200 483.300 920.900 531.700 920.900 628.300 837.200 676.700 753.500 628.300 0 0 0.000 2.000 0.878 1.000 0.854 1.000 607040 9 False 3 3.600 4 34.714 0 607040
6 6 3 FM 753.500 435.000 3 6 669.800 483.400 669.800 386.700 753.500 338.400 837.200 386.700 837.200 483.300 753.500 531.700 669.800 483.400 0 0 0.000 2.000 1.139 1.000 1.119 1.000 606030 7 False 3 3.600 3 29.998 0 606030
6 5 2 FI 669.800 290.000 1 6 586.100 338.300 586.000 241.700 669.800 193.300 753.500 241.600 753.500 338.400 669.800 386.700 586.100 338.300 0 0 0.000 2.000 1.836 2.000 1.895 2.000 605020 4 False 6 7.200 3 23.411 1 605021
6 4 1 FI 586.000 145.000 0 6 502.400 193.300 502.300 96.700 586.100 48.300 669.800 96.700 669.800 193.300 586.000 241.700 502.400 193.300 0 0 0.000 2.000 2.406 2.000 2.561 3.000 604010 2 False 6 7.200 3 13.898 1 604011
6 3 0 FI 502.300 0.000 0 6 418.700 48.300 418.600 -48.400 502.300 -96.700 586.100 -48.300 586.100 48.300 502.300 96.700 418.700 48.300 0 0 0.000 2.000 3.032 3.000 3.513 3.000 603000 0 False 6 7.200 3 0.000 1 603001
6 9 5 FO 1088.400 725.000 4 6 1004.700 773.400 1004.700 676.700 1088.400 628.400 1172.100 676.700 1172.100 773.400 1088.400 821.700 1004.700 773.400 0 0 0.000 2.000 0.574 1.000 0.571 1.000 609050 8 False 3 3.600 4 33.668 0 609050
6 8 4 FM 1004.600 580.000 3 6 920.900 628.300 920.900 531.700 1004.700 483.300 1088.300 531.700 1088.400 628.400 1004.700 676.700 920.900 628.300 0 0 0.000 2.000 0.721 1.000 0.705 1.000 608040 8 True 3 3.600 3 30.000 0 608040
6 7 3 FM 920.900 435.000 3 6 837.200 483.300 837.200 386.700 921.000 338.400 1004.600 386.700 1004.700 483.300 920.900 531.700 837.200 483.300 0 0 0.000 2.000 0.882 1.000 0.860 1.000 607030 7 False 3 3.600 3 25.284 0 607030
6 6 2 FM 837.200 290.000 3 6 753.500 338.400 753.500 241.600 837.200 193.300 920.900 241.700 921.000 338.400 837.200 386.700 753.500 338.400 0 0 0.000 2.000 1.107 1.000 1.089 1.000 606020 6 False 3 3.600 3 19.106 0 606020
6 5 1 FI 753.500 145.000 0 6 669.800 193.300 669.800 96.700 753.500 48.300 837.200 96.700 837.200 193.300 753.500 241.600 669.800 193.300 0 0 0.000 2.000 1.769 2.000 1.746 2.000 605010 2 True 6 7.200 3 10.893 1 605011
6 4 0 FI 669.800 -0.000 0 6 586.100 48.300 586.100 -48.300 669.800 -96.700 753.500 -48.300 753.500 48.300 669.800 96.700 586.100 48.300 0 0 0.000 2.000 2.047 2.000 2.162 2.000 604000 0 True 6 7.200 3 -0.000 1 604001
6 9 4 FO 1172.100 580.000 3 6 1088.400 628.400 1088.300 531.700 1172.100 483.300 1255.800 531.700 1255.800 628.400 1172.100 676.700 1088.400 628.400 0 0 0.000 2.000 0.579 1.000 0.575 1.000 609040 8 False 3 3.600 3 26.328 0 609040
6 8 3 FM 1088.400 435.000 3 6 1004.700 483.300 1004.600 386.700 1088.400 338.300 1172.100 386.700 1172.100 483.300 1088.300 531.700 1004.700 483.300 0 0 0.000 2.000 0.712 1.000 0.697 1.000 608030 7 True 3 3.600 3 21.785 0 608030
6 7 2 FM 1004.600 290.000 3 6 921.000 338.400 920.900 241.700 1004.700 193.400 1088.400 241.700 1088.400 338.300 1004.600 386.700 921.000 338.400 0 0 0.000 2.000 0.843 1.000 0.821 1.000 607020 6 True 3 3.600 3 16.102 0 607020
6 6 1 FM 920.900 145.000 3 6 837.200 193.300 837.200 96.700 920.900 48.300 1004.600 96.600 1004.700 193.400 920.900 241.700 837.200 193.300 0 0 0.000 2.000 1.017 1.000 0.998 1.000 606010 3 False 3 3.600 3 8.948 0 606010
6 5 0 FM 837.200 -0.000 3 6 753.500 48.300 753.500 -48.300 837.200 -96.700 920.900 -48.300 920.900 48.300 837.200 96.700 753.500 48.300 0 0 0.000 2.000 1.191 1.000 1.173 1.000 605000 1 False 3 3.600 3 -0.000 0 605000
6 9 3 FO 1255.800 435.000 3 6 1172.100 483.300 1172.100 386.700 1255.800 338.300 1339.500 386.700 1339.600 483.400 1255.800 531.700 1172.100 483.300 0 0 0.000 2.000 0.603 1.000 0.603 1.000 609030 7 False 3 3.600 3 19.106 0 609030
6 8 2 FM 1172.100 290.000 3 6 1088.400 338.300 1088.400 241.700 1172.100 193.400 1255.800 241.700 1255.800 338.300 1172.100 386.700 1088.400 338.300 0 0 0.000 2.000 0.680 1.000 0.669 1.000 608020 6 False 3 3.600 3 13.897 0 608020
6 7 1 FM 1088.400 145.000 3 6 1004.700 193.400 1004.600 96.600 1088.400 48.300 1172.100 96.700 1172.100 193.400 1088.400 241.700 1004.700 193.400 0 0 0.000 2.000 0.803 1.000 0.782 1.000 607010 3 True 3 3.600 3 7.588 0 607010
6 6 0 FM 1004.600 -0.000 3 6 920.900 48.300 920.900 -48.300 1004.700 -96.700 1088.300 -48.300 1088.400 48.300 1004.600 96.600 920.900 48.300 0 0 0.000 2.000 0.885 1.000 0.862 1.000 606000 1 True 3 3.600 3 -0.000 0 606000
6 8 1 FO 1255.800 145.000 3 6 1172.100 193.400 1172.100 96.700 1255.800 48.400 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.400 0 0 0.000 2.000 0.616 1.000 0.609 1.000 608010 3 False 3 3.600 3 6.586 0 608010
6 7 0 FM 1172.100 -0.000 3 6 1088.400 48.300 1088.300 -48.300 1172.100 -96.700 1255.800 -48.400 1255.800 48.400 1172.100 96.700 1088.400 48.300 0 0 0.000 2.000 0.712 1.000 0.698 1.000 607000 1 False 3 3.600 3 -0.000 0 607000
6 8 0 FOe 1339.500 -0.000 3 6 1255.800 48.400 1255.800 -48.400 1339.500 -96.700 1423.200 -48.300 1423.300 48.400 1339.500 96.700 1255.800 48.400 0 0 0.000 2.000 0.546 1.000 0.544 1.000 608000 1 False 3 3.600 3 -0.000 0 608000
6 2 1 dIe 251.200 145.000 6 5 251.200 241.700 226.600 227.500 310.300 82.500 334.900 96.700 334.900 193.300 251.200 241.700 0.000 0.000 0 0 0.000 0.000 3.004 3.000 3.004 3.000 602010 5 False 3 3.600 6 29.995 1 602011
6 2 0 gIe 334.900 -0.000 6 6 334.900 96.700 310.300 82.500 310.300 -82.500 334.900 -96.700 418.600 -48.300 418.600 48.300 334.900 96.700 0 0 0.000 0.000 4.950 4.000 4.950 4.000 602000 0 False 6 7.200 6 -0.000 1 602001
6 9 8 aOe 837.200 1160.100 4 4 920.900 1111.700 753.400 1208.400 753.500 1111.700 837.200 1063.400 920.900 1111.700 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.364 1.000 0.364 1.000 609080 11 False 3 3.600 4 54.183 0 609080
6 9 7 FOe 920.900 1015.100 4 6 837.200 1063.400 837.200 966.700 921.000 918.400 1004.600 966.700 1004.700 1063.300 920.900 1111.700 837.200 1063.400 0 0 0.000 2.000 0.540 1.000 0.538 1.000 609070 10 False 3 3.600 4 47.786 0 609070
6 10 6 dOe 1172.100 870.000 3 5 1172.100 773.400 1213.900 797.600 1130.200 942.600 1088.400 918.300 1088.400 821.700 1172.100 773.400 0.000 0.000 0 0 0.000 0.000 0.344 1.000 0.344 1.000 610060 8 False 2 2.400 3 36.585 0 610060
6 10 5 dOe 1255.800 725.000 3 5 1255.800 628.400 1297.600 652.500 1213.900 797.600 1172.100 773.400 1172.100 676.700 1255.800 628.400 0.000 0.000 0 0 0.000 0.000 0.348 1.000 0.348 1.000 610050 8 False 2 2.400 3 29.999 0 610050
6 10 4 dOe 1339.500 580.000 3 5 1339.600 483.400 1381.400 507.500 1297.600 652.500 1255.800 628.400 1255.800 531.700 1339.600 483.400 0.000 0.000 0 0 0.000 0.000 0.345 1.000 0.345 1.000 610040 8 False 2 2.400 3 23.412 0 610040
6 9 2 FOe 1339.500 290.000 3 6 1255.800 338.300 1255.800 241.700 1339.500 193.300 1423.200 241.700 1423.200 338.300 1339.500 386.700 1255.800 338.300 0 0 0.000 2.000 0.537 1.000 0.535 1.000 609020 6 False 3 3.600 3 12.216 0 609020
6 9 1 aOe 1423.200 145.000 3 4 1423.300 48.400 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.300 48.400 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.357 1.000 0.357 1.000 609010 3 False 3 3.600 3 5.817 0 609010
6 10 7 cOe 1088.400 1015.100 3 3 1088.400 918.300 1004.700 1063.300 1004.600 966.700 1088.400 918.300 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 610070 9 False 3 3.600 3 43.004 0 610070
6 10 3 cOe 1423.200 435.000 3 3 1423.200 338.300 1339.600 483.400 1339.500 386.700 1423.200 338.300 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 610030 7 False 3 3.600 3 16.996 0 610030
7 3 0 FI 502.300 0.000 0 6 502.300 -96.700 586.000 -48.300 586.000 48.300 502.300 96.700 418.600 48.300 418.600 -48.300 502.300 -96.700 0 0 7.554 8.000 3.135 3.000 3.689 3.000 703000 0 False 6 7.200 0 0.000 1 703001
7 4 0 FI 669.800 0.000 0 6 669.800 -96.700 753.500 -48.300 753.500 48.300 669.800 96.700 586.000 48.300 586.000 -48.300 669.800 -96.700 0 0 4.981 6.000 2.111 2.000 2.239 2.000 704000 0 True 6 7.200 0 0.000 1 704001
7 5 0 FM 837.200 0.000 0 6 837.200 -96.700 920.900 -48.300 920.900 48.300 837.200 96.700 753.500 48.300 753.500 -48.300 837.200 -96.700 0 0 3.483 4.000 1.210 1.000 1.196 1.000 705000 1 False 3 3.600 0 0.000 0 705000
7 6 0 FM 1004.600 0.000 0 6 1004.600 -96.700 1088.400 -48.300 1088.400 48.300 1004.600 96.700 920.900 48.300 920.900 -48.300 1004.600 -96.700 0 0 2.606 3.000 0.901 1.000 0.882 1.000 706000 1 True 3 3.600 0 0.000 0 706000
7 7 0 FM 1172.100 0.000 0 6 1172.100 -96.700 1255.800 -48.300 1255.800 48.300 1172.100 96.700 1088.400 48.300 1088.400 -48.300 1172.100 -96.700 0 0 1.954 2.000 0.721 1.000 0.714 1.000 707000 1 False 3 3.600 0 0.000 0 707000
7 8 0 FO 1339.500 0.000 0 6 1339.500 -96.700 1423.200 -48.300 1423.200 48.300 1339.500 96.700 1255.800 48.300 1255.800 -48.300 1339.500 -96.700 0 0 1.799 2.000 0.598 1.000 0.598 1.000 708000 1 False 3 3.600 0 0.000 0 708000
7 3 1 FI 418.600 145.000 0 6 418.600 48.300 502.300 96.700 502.300 193.300 418.600 241.700 334.900 193.300 334.900 96.700 418.600 48.300 0 0 9.242 10.000 3.625 3.000 4.583 4.000 703010 2 False 6 7.200 0 19.106 1 703011
7 4 1 FI 586.000 145.000 0 6 586.000 48.300 669.800 96.700 669.800 193.300 586.000 241.700 502.300 193.300 502.300 96.700 586.000 48.300 0 0 5.821 6.000 2.469 2.000 2.675 3.000 704010 2 False 6 7.200 0 13.898 1 704011
7 5 1 FI 753.500 145.000 0 6 753.500 48.300 837.200 96.700 837.200 193.300 753.500 241.700 669.800 193.300 669.800 96.700 753.500 48.300 0 0 4.027 5.000 1.800 2.000 1.793 2.000 705010 2 True 6 7.200 0 10.893 1 705011
7 6 1 FM 920.900 145.000 0 6 920.900 48.300 1004.600 96.700 1004.600 193.300 920.900 241.700 837.200 193.300 837.200 96.700 920.900 48.300 0 0 2.989 4.000 1.047 1.000 1.029 1.000 706010 3 False 3 3.600 0 8.948 0 706010
7 7 1 FM 1088.400 145.000 0 6 1088.400 48.300 1172.100 96.700 1172.100 193.300 1088.400 241.700 1004.600 193.300 1004.600 96.700 1088.400 48.300 0 0 2.241 3.000 0.813 1.000 0.799 1.000 707010 3 True 3 3.600 0 7.588 0 707010
7 8 1 FO 1255.800 145.000 0 6 1255.800 48.300 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.300 1172.100 96.700 1255.800 48.300 0 0 1.802 2.000 0.632 1.000 0.629 1.000 708010 3 False 3 3.600 0 6.586 0 708010
7 9 1 FOe 1423.200 145.000 0 6 1423.200 48.300 1507.000 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.200 48.300 0 0 1.405 2.000 0.513 1.000 0.513 1.000 709010 3 False 3 3.600 0 5.817 0 709010
7 3 2 FI 334.900 290.000 1 6 334.900 193.300 418.600 241.700 418.600 338.400 334.900 386.700 251.200 338.400 251.200 241.700 334.900 193.300 0 0 9.242 10.000 3.620 3.000 4.564 4.000 703020 9 False 6 7.200 1 40.890 1 703021
7 4 2 FI 502.300 290.000 1 6 502.300 193.300 586.000 241.700 586.000 338.400 502.300 386.700 418.600 338.400 418.600 241.700 502.300 193.300 0 0 6.154 7.000 2.581 3.000 2.855 3.000 704020 4 False 6 7.200 1 30.000 1 704021
7 5 2 FI 669.800 290.000 0 6 669.800 193.300 753.500 241.700 753.500 338.400 669.800 386.700 586.000 338.400 586.000 241.700 669.800 193.300 0 0 4.369 5.000 1.862 2.000 1.949 2.000 705020 4 False 6 7.200 0 23.411 1 705021
