plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette_0 icassette_1 trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd hash MB isEngine nROCs power mrot phi HDorLD hash_hdld dataPp0 trigPp0 dataPp1 trigPp1
2 10 6 cOe 1172.100 870.000 4 3 1172.100 773.400 1088.400 918.300 1088.400 821.700 1172.100 773.400 0.000 0.000 0.000 0.000 0.000 0.000 0 1 0.000 0.000 0.120 0.000 0.120 0.000 210060 8 False 3 3.600 3 36.585 0 210060 2010 -77 -55 -33
3 1 2 dIe 0.026 290.046 2 5 -83.718 338.396 -83.721 309.991 83.703 309.978 83.705 338.382 0.047 386.682 -83.718 338.396 0.000 0.000 1 1 5.984 7.000 3.049 3.000 3.049 3.000 301020 106 False 3 3.600 3 89.995 1 301021 3030 103030 -55 -33
3 1 3 FI -83.697 435.032 2 6 0.047 386.682 -0.018 483.368 -83.763 531.718 -167.442 483.382 -167.463 386.746 -83.718 338.396 0.047 386.682 1 1 9.791 10.000 3.656 3.000 4.626 4.000 301030 106 False 6 7.200 1 100.890 1 301031 3030 103030 -55 -33
3 1 4 FI -167.421 580.018 2 6 -83.763 531.718 -83.742 628.355 -167.487 676.705 -251.166 628.368 -251.187 531.732 -167.442 483.382 -83.763 531.718 1 1 6.500 7.000 2.561 3.000 2.822 3.000 301040 106 True 6 7.200 1 106.101 1 301041 3030 103030 -55 -33
3 1 5 FM -251.145 725.005 5 6 -167.487 676.705 -167.466 773.341 -251.210 821.691 -334.889 773.355 -334.910 676.718 -251.166 628.368 -167.487 676.705 1 1 4.812 5.000 1.536 2.000 1.572 2.000 301050 118 False 3 3.600 1 109.106 0 301050 3031 103031 -55 -33
3 1 6 FM -334.868 869.991 5 6 -251.210 821.691 -251.139 918.414 -334.884 966.764 -418.613 918.341 -418.634 821.705 -334.889 773.355 -251.210 821.691 1 1 3.738 4.000 1.140 1.000 1.143 1.000 301060 118 True 3 3.600 1 111.052 0 301060 3031 103031 -55 -33
3 1 7 FM -418.542 1015.064 5 6 -334.884 966.764 -334.863 1063.400 -418.608 1111.750 -502.287 1063.414 -502.358 966.691 -418.613 918.341 -334.884 966.764 1 1 2.879 3.000 0.889 1.000 0.879 1.000 301070 118 False 3 3.600 1 112.408 0 301070 3031 103031 -55 -33
3 1 8 FO -502.352 1160.100 2 6 -418.608 1111.750 -418.587 1208.386 -502.331 1256.736 -586.010 1208.400 -586.031 1111.764 -502.287 1063.414 -418.608 1111.750 1 1 2.273 3.000 0.695 1.000 0.689 1.000 301080 115 True 3 3.600 1 113.414 0 301080 3031 103031 -55 -33
3 1 9 bOe -586.076 1305.086 3 5 -586.055 1401.723 -669.755 1256.750 -586.010 1208.400 -502.331 1256.736 -502.310 1353.373 -586.055 1401.723 0.000 0.000 1 1 1.464 2.000 0.515 1.000 0.515 1.000 301090 115 False 3 3.600 2 114.183 0 301090 3031 103031 -55 -33
3 2 0 gIe 334.900 0.000 3 6 334.900 96.700 310.300 82.500 310.300 -82.500 334.900 -96.700 418.600 -48.300 418.600 48.300 334.900 96.700 0 0 9.593 10.000 5.069 4.000 5.069 4.000 302000 0 False 6 7.200 3 0.000 1 302001 3000 103000 -55 -33
3 2 1 dIe 251.200 145.000 1 5 251.200 241.700 226.600 227.500 310.300 82.500 334.900 96.700 334.900 193.300 251.200 241.700 0.000 0.000 0 1 5.984 7.000 3.049 3.000 3.049 3.000 302010 6 False 3 3.600 3 29.995 1 302011 3010 103010 -55 -33
3 2 2 gIe 167.450 290.032 4 6 83.705 338.382 83.703 309.978 226.597 227.478 251.195 241.682 251.129 338.368 167.471 386.668 83.705 338.382 1 0 9.593 10.000 5.069 4.000 5.069 4.000 302020 100 False 6 7.200 3 60.000 1 302021 3020 103020 -55 -33
3 2 3 FI 83.726 435.018 1 6 167.471 386.668 167.405 483.355 83.747 531.655 -0.018 483.368 0.047 386.682 83.705 338.382 167.471 386.668 1 0 9.817 10.000 3.665 3.000 4.647 4.000 302030 112 False 6 7.200 0 79.106 1 302031 3020 103020 -55 -33
3 2 4 FI 0.003 580.005 2 6 83.747 531.655 83.682 628.341 -0.063 676.691 -83.742 628.355 -83.763 531.718 -0.018 483.368 83.747 531.655 1 1 6.846 7.000 2.677 3.000 2.995 3.000 302040 104 False 6 7.200 1 90.000 1 302041 3030 103030 -55 -33
3 2 5 FI -83.721 724.991 2 6 -0.063 676.691 0.008 773.414 -83.737 821.764 -167.466 773.341 -167.487 676.705 -83.742 628.355 -0.063 676.691 1 1 5.015 6.000 1.985 2.000 2.100 2.000 302050 104 True 6 7.200 1 96.587 1 302051 3030 103030 -55 -33
3 2 6 FM -167.395 870.064 4 6 -83.737 821.764 -83.716 918.400 -167.460 966.750 -251.139 918.414 -251.210 821.691 -167.466 773.341 -83.737 821.764 1 1 4.020 5.000 1.250 1.000 1.257 1.000 302060 108 False 3 3.600 1 100.890 0 302060 3030 103030 -55 -33
3 2 7 FM -251.118 1015.050 5 6 -167.460 966.750 -167.439 1063.386 -251.184 1111.736 -334.863 1063.400 -334.884 966.764 -251.139 918.414 -167.460 966.750 1 1 3.104 4.000 0.952 1.000 0.945 1.000 302070 108 True 3 3.600 1 103.896 0 302070 3030 103030 -55 -33
3 2 8 FM -334.842 1160.036 2 6 -251.184 1111.736 -251.163 1208.373 -334.908 1256.723 -418.587 1208.386 -418.608 1111.750 -334.863 1063.400 -251.184 1111.736 1 1 2.484 3.000 0.772 1.000 0.759 1.000 302080 108 False 3 3.600 1 106.101 0 302080 3030 103030 -55 -33
3 2 9 FO -418.652 1305.073 2 6 -334.908 1256.723 -334.887 1353.359 -418.631 1401.709 -502.310 1353.373 -502.331 1256.736 -418.587 1208.386 -334.908 1256.723 1 1 2.304 3.000 0.664 1.000 0.664 1.000 302090 115 False 3 3.600 1 107.786 0 302090 3031 103031 -55 -33
3 2 10 cOe -502.376 1450.059 1 3 -418.631 1401.709 -586.055 1401.723 -502.310 1353.373 -418.631 1401.709 0.000 0.000 0.000 0.000 0.000 0.000 1 1 0.000 0.000 0.120 0.000 0.120 0.000 302100 115 False 3 3.600 0 109.109 0 302100 3031 103031 -55 -33
3 3 0 FI 502.300 0.000 0 6 502.300 -96.700 586.000 -48.300 586.000 48.300 502.300 96.700 418.600 48.300 418.600 -48.300 502.300 -96.700 0 0 8.278 9.000 3.215 3.000 3.807 3.000 303000 0 False 6 7.200 0 0.000 1 303001 3000 103000 -55 -33
3 3 1 FI 418.600 145.000 0 6 418.600 48.300 502.300 96.700 502.300 193.300 418.600 241.700 334.900 193.300 334.900 96.700 418.600 48.300 0 0 9.817 10.000 3.665 3.000 4.647 4.000 303010 12 False 6 7.200 0 19.106 1 303011 3000 103000 -55 -33
3 3 2 FI 334.900 290.000 1 6 334.900 193.300 418.600 241.700 418.600 338.400 334.900 386.700 251.200 338.400 251.200 241.700 334.900 193.300 0 1 9.791 10.000 3.656 3.000 4.626 4.000 303020 6 False 6 7.200 1 40.890 1 303021 3010 103010 -55 -33
3 3 3 FI 251.150 435.005 1 6 334.895 386.655 334.829 483.341 251.171 531.641 167.405 483.355 167.471 386.668 251.129 338.368 334.895 386.655 1 0 8.278 9.000 3.215 3.000 3.807 3.000 303030 100 False 6 7.200 0 60.000 1 303031 3020 103020 -55 -33
3 3 4 FI 167.426 579.991 1 6 251.171 531.641 251.155 628.414 167.497 676.714 83.682 628.341 83.747 531.655 167.405 483.355 251.171 531.641 1 0 6.514 7.000 2.557 2.000 2.810 3.000 303040 112 False 6 7.200 0 73.898 1 303041 3020 103020 -55 -33
3 3 5 FI 83.753 725.064 1 6 167.497 676.714 167.432 773.400 83.687 821.750 0.008 773.414 -0.063 676.691 83.682 628.341 167.497 676.714 1 1 5.032 6.000 1.999 2.000 2.113 2.000 303050 104 False 6 7.200 0 83.411 1 303051 3030 103030 -55 -33
3 3 6 FM 0.029 870.050 2 6 83.687 821.750 83.708 918.386 -0.037 966.736 -83.716 918.400 -83.737 821.764 0.008 773.414 83.687 821.750 1 0 4.168 5.000 1.293 2.000 1.308 2.000 303060 117 False 3 3.600 1 89.998 0 303060 3021 103021 -55 -33
3 3 7 FM -83.695 1015.036 2 6 -0.037 966.736 -0.016 1063.373 -83.760 1111.723 -167.439 1063.386 -167.460 966.750 -83.716 918.400 -0.037 966.736 1 1 3.258 4.000 0.985 1.000 0.980 1.000 303070 109 False 3 3.600 1 94.714 0 303070 3030 103030 -55 -33
3 3 8 FM -167.418 1160.023 2 6 -83.760 1111.723 -83.739 1208.359 -167.484 1256.709 -251.163 1208.373 -251.184 1111.736 -167.439 1063.386 -83.760 1111.723 1 1 2.568 3.000 0.810 1.000 0.797 1.000 303080 109 True 3 3.600 1 98.212 0 303080 3030 103030 -55 -33
3 3 9 FO -251.142 1305.009 2 6 -167.484 1256.709 -167.413 1353.432 -251.158 1401.782 -334.887 1353.359 -334.908 1256.723 -251.163 1208.373 -167.484 1256.709 1 1 2.038 3.000 0.643 1.000 0.640 1.000 303090 109 False 3 3.600 1 100.893 0 303090 3030 103030 -55 -33
3 3 10 aOe -334.902 1450.132 2 4 -251.137 1498.418 -418.631 1401.709 -334.887 1353.359 -251.158 1401.782 -251.137 1498.418 0.000 0.000 0.000 0.000 1 1 0.913 1.000 0.349 1.000 0.349 1.000 303100 109 False 3 3.600 1 103.004 0 303100 3030 103030 -55 -33
3 4 0 FI 669.800 0.000 0 6 669.800 -96.700 753.500 -48.300 753.500 48.300 669.800 96.700 586.000 48.300 586.000 -48.300 669.800 -96.700 0 0 5.642 6.000 2.253 2.000 2.389 2.000 304000 0 True 6 7.200 0 0.000 1 304001 3000 103000 -55 -33
3 4 1 FI 586.000 145.000 0 6 586.000 48.300 669.800 96.700 669.800 193.300 586.000 241.700 502.300 193.300 502.300 96.700 586.000 48.300 0 0 6.514 7.000 2.557 2.000 2.810 3.000 304010 12 False 6 7.200 0 13.898 1 304011 3000 103000 -55 -33
3 4 2 FI 502.300 290.000 1 6 502.300 193.300 586.000 241.700 586.000 338.400 502.300 386.700 418.600 338.400 418.600 241.700 502.300 193.300 0 1 6.846 7.000 2.677 3.000 2.995 3.000 304020 4 False 6 7.200 1 30.000 1 304021 3010 103010 -55 -33
3 4 3 FI 418.600 435.000 1 6 418.600 338.400 502.300 386.700 502.300 483.400 418.600 531.700 334.900 483.400 334.900 386.700 418.600 338.400 0 1 6.500 7.000 2.561 3.000 2.822 3.000 304030 6 True 6 7.200 1 46.101 1 304031 3010 103010 -55 -33
3 4 4 FI 334.900 580.064 1 6 418.645 531.714 418.579 628.400 334.921 676.700 251.155 628.414 251.171 531.641 334.829 483.341 418.645 531.714 1 0 5.642 6.000 2.253 2.000 2.389 2.000 304040 100 True 6 7.200 0 60.000 1 304041 3020 103020 -55 -33
3 4 5 FI 251.176 725.050 1 6 334.921 676.700 334.855 773.386 251.197 821.686 167.432 773.400 167.497 676.714 251.155 628.414 334.921 676.700 1 0 4.836 5.000 1.908 2.000 1.970 2.000 304050 112 True 6 7.200 0 70.893 1 304051 3020 103020 -55 -33
3 4 6 FM 167.453 870.036 2 6 251.197 821.686 251.132 918.373 167.387 966.723 83.708 918.386 83.687 821.750 167.432 773.400 251.197 821.686 1 0 4.033 5.000 1.254 1.000 1.265 1.000 304060 117 True 3 3.600 0 79.106 0 304060 3021 103021 -55 -33
3 4 7 FM 83.729 1015.023 2 6 167.387 966.723 167.408 1063.359 83.663 1111.709 -0.016 1063.373 -0.037 966.736 83.708 918.386 167.387 966.723 1 0 3.254 4.000 0.991 1.000 0.988 1.000 304070 117 False 3 3.600 1 85.284 0 304070 3021 103021 -55 -33
3 4 8 FM 0.005 1160.009 2 6 83.663 1111.709 83.734 1208.432 -0.010 1256.782 -83.739 1208.359 -83.760 1111.723 -0.016 1063.373 83.663 1111.709 1 1 2.621 3.000 0.821 1.000 0.809 1.000 304080 110 True 3 3.600 1 90.000 0 304080 3030 103032 -55 -33
3 4 9 FO -83.668 1305.082 2 6 -0.010 1256.782 0.011 1353.418 -83.734 1401.768 -167.413 1353.432 -167.484 1256.709 -83.739 1208.359 -0.010 1256.782 1 1 2.124 3.000 0.650 1.000 0.647 1.000 304090 110 False 3 3.600 1 93.668 0 304090 3030 103032 -55 -33
3 4 10 bOe -167.392 1450.068 2 5 -83.713 1498.405 -251.137 1498.418 -251.158 1401.782 -167.413 1353.432 -83.734 1401.768 -83.713 1498.405 0.000 0.000 1 1 1.456 2.000 0.489 1.000 0.489 1.000 304100 110 False 3 3.600 1 96.585 0 304100 3030 103032 -55 -33
3 5 0 FM 837.200 0.000 0 6 837.200 -96.700 920.900 -48.300 920.900 48.300 837.200 96.700 753.500 48.300 753.500 -48.300 837.200 -96.700 0 0 4.316 5.000 1.351 2.000 1.371 2.000 305000 16 True 3 3.600 0 0.000 0 305000 3001 103001 -55 -33
3 5 1 FI 753.500 145.000 0 6 753.500 48.300 837.200 96.700 837.200 193.300 753.500 241.700 669.800 193.300 669.800 96.700 753.500 48.300 0 0 4.836 5.000 1.908 2.000 1.970 2.000 305010 12 True 6 7.200 0 10.893 1 305011 3000 103000 -55 -33
3 5 2 FI 669.800 290.000 0 6 669.800 193.300 753.500 241.700 753.500 338.400 669.800 386.700 586.000 338.400 586.000 241.700 669.800 193.300 0 1 5.032 6.000 1.999 2.000 2.113 2.000 305020 4 False 6 7.200 0 23.411 1 305021 3010 103010 -55 -33
3 5 3 FI 586.000 435.000 1 6 586.000 338.400 669.800 386.700 669.800 483.400 586.000 531.700 502.300 483.400 502.300 386.700 586.000 338.400 0 1 5.015 6.000 1.985 2.000 2.100 2.000 305030 4 True 6 7.200 1 36.587 1 305031 3010 103010 -55 -33
3 5 4 FM 502.300 580.000 4 6 502.300 483.400 586.000 531.700 586.000 628.400 502.300 676.700 418.600 628.400 418.600 531.700 502.300 483.400 0 1 4.812 5.000 1.536 2.000 1.572 2.000 305040 18 False 3 3.600 1 49.106 0 305040 3011 103011 -55 -33
3 5 5 FM 418.600 725.036 1 6 502.345 676.686 502.279 773.373 418.621 821.673 334.855 773.386 334.921 676.700 418.579 628.400 502.345 676.686 1 0 4.316 5.000 1.351 2.000 1.371 2.000 305050 116 True 3 3.600 0 60.000 0 305050 3021 103021 -55 -33
3 5 6 FM 334.876 870.023 1 6 418.621 821.673 418.555 918.359 334.897 966.659 251.132 918.373 251.197 821.686 334.855 773.386 418.621 821.673 1 0 3.728 4.000 1.143 1.000 1.145 1.000 305060 116 False 3 3.600 0 68.948 0 305060 3021 103021 -55 -33
3 5 7 FM 251.153 1015.009 1 6 334.897 966.659 334.882 1063.432 251.137 1111.782 167.408 1063.359 167.387 966.723 251.132 918.373 334.897 966.659 1 0 3.096 4.000 0.950 1.000 0.944 1.000 305070 105 False 3 3.600 0 76.102 0 305070 3020 103022 -55 -33
3 5 8 FM 167.479 1160.082 1 6 251.137 1111.782 251.158 1208.418 167.413 1256.768 83.734 1208.432 83.663 1111.709 167.408 1063.359 251.137 1111.782 1 0 2.552 3.000 0.809 1.000 0.799 1.000 305080 111 True 3 3.600 0 81.785 0 305080 3021 103022 -55 -33
3 5 9 FO 83.755 1305.068 1 6 167.413 1256.768 167.434 1353.405 83.690 1401.755 0.011 1353.418 -0.010 1256.782 83.734 1208.432 167.413 1256.768 1 0 2.102 3.000 0.654 1.000 0.652 1.000 305090 111 False 3 3.600 1 86.328 0 305090 3021 103022 -55 -33
3 5 10 dOe 0.032 1450.055 1 5 83.690 1401.755 83.768 1450.091 -83.705 1450.018 -83.734 1401.768 0.011 1353.418 83.690 1401.755 0.000 0.000 1 0 0.888 1.000 0.396 1.000 0.396 1.000 305100 111 False 2 2.400 0 89.999 0 305100 3021 103022 -55 -33
3 6 0 FM 1004.600 0.000 0 6 1004.600 -96.700 1088.400 -48.300 1088.400 48.300 1004.600 96.700 920.900 48.300 920.900 -48.300 1004.600 -96.700 0 0 3.272 4.000 1.004 1.000 1.000 1.000 306000 16 False 3 3.600 0 0.000 0 306000 3001 103001 -55 -33
3 6 1 FM 920.900 145.000 0 6 920.900 48.300 1004.600 96.700 1004.600 193.300 920.900 241.700 837.200 193.300 837.200 96.700 920.900 48.300 0 0 3.728 4.000 1.143 1.000 1.145 1.000 306010 16 False 3 3.600 0 8.948 0 306010 3001 103001 -55 -33
3 6 2 FM 837.200 290.000 1 6 837.200 193.300 920.900 241.700 920.900 338.400 837.200 386.700 753.500 338.400 753.500 241.700 837.200 193.300 0 0 4.033 5.000 1.254 1.000 1.265 1.000 306020 17 True 3 3.600 0 19.106 0 306020 3001 103001 -55 -33
3 6 3 FM 753.500 435.000 1 6 753.500 338.400 837.200 386.700 837.200 483.400 753.500 531.700 669.800 483.400 669.800 386.700 753.500 338.400 0 0 4.168 5.000 1.293 2.000 1.308 2.000 306030 17 False 3 3.600 1 29.998 0 306030 3001 103001 -55 -33
3 6 4 FM 669.800 580.000 3 6 669.800 483.400 753.500 531.700 753.500 628.400 669.800 676.700 586.000 628.400 586.000 531.700 669.800 483.400 0 1 4.020 5.000 1.250 1.000 1.257 1.000 306040 8 False 3 3.600 1 40.890 0 306040 3010 103010 -55 -33
3 6 5 FM 586.000 725.000 4 6 586.000 628.400 669.800 676.700 669.800 773.400 586.000 821.700 502.300 773.400 502.300 676.700 586.000 628.400 0 1 3.738 4.000 1.140 1.000 1.143 1.000 306050 18 True 3 3.600 1 51.052 0 306050 3011 103011 -55 -33
3 6 6 FM 502.300 870.009 1 6 586.045 821.659 586.029 918.432 502.371 966.732 418.555 918.359 418.621 821.673 502.279 773.373 586.045 821.659 1 0 3.272 4.000 1.004 1.000 1.000 1.000 306060 116 False 3 3.600 0 60.000 0 306060 3021 103021 -55 -33
3 6 7 FM 418.626 1015.082 1 6 502.371 966.732 502.305 1063.418 418.647 1111.718 334.882 1063.432 334.897 966.659 418.555 918.359 502.371 966.732 1 0 2.876 3.000 0.891 1.000 0.880 1.000 306070 103 False 3 3.600 0 67.588 0 306070 3020 103020 -55 -33
3 6 8 FM 334.903 1160.068 1 6 418.647 1111.718 418.582 1208.405 334.837 1256.755 251.158 1208.418 251.137 1111.782 334.882 1063.432 418.647 1111.718 1 0 2.482 3.000 0.772 1.000 0.759 1.000 306080 105 True 3 3.600 0 73.897 0 306080 3020 103022 -55 -33
3 6 9 FO 251.179 1305.055 1 6 334.837 1256.755 334.858 1353.391 251.113 1401.741 167.434 1353.405 167.413 1256.768 251.158 1208.418 334.837 1256.755 1 0 2.054 3.000 0.642 1.000 0.640 1.000 306090 111 False 3 3.600 0 79.106 0 306090 3021 103022 -55 -33
3 6 10 bOe 167.455 1450.041 1 5 251.134 1498.377 83.711 1498.391 83.690 1401.755 167.434 1353.405 251.113 1401.741 251.134 1498.377 0.000 0.000 1 0 1.441 2.000 0.496 1.000 0.496 1.000 306100 111 False 3 3.600 1 83.412 0 306100 3021 103022 -55 -33
3 7 0 FM 1172.100 0.000 0 6 1172.100 -96.700 1255.800 -48.300 1255.800 48.300 1172.100 96.700 1088.400 48.300 1088.400 -48.300 1172.100 -96.700 0 0 2.533 3.000 0.808 1.000 0.796 1.000 307000 3 True 3 3.600 0 0.000 0 307000 3000 103000 -55 -33
3 7 1 FM 1088.400 145.000 0 6 1088.400 48.300 1172.100 96.700 1172.100 193.300 1088.400 241.700 1004.600 193.300 1004.600 96.700 1088.400 48.300 0 0 2.876 3.000 0.891 1.000 0.880 1.000 307010 3 False 3 3.600 0 7.588 0 307010 3000 103000 -55 -33
3 7 2 FM 1004.600 290.000 0 6 1004.600 193.300 1088.400 241.700 1088.400 338.400 1004.600 386.700 920.900 338.400 920.900 241.700 1004.600 193.300 0 0 3.096 4.000 0.950 1.000 0.944 1.000 307020 5 False 3 3.600 0 16.102 0 307020 3000 103002 -55 -33
3 7 3 FM 920.900 435.000 1 6 920.900 338.400 1004.600 386.700 1004.600 483.400 920.900 531.700 837.200 483.400 837.200 386.700 920.900 338.400 0 0 3.254 4.000 0.991 1.000 0.988 1.000 307030 17 False 3 3.600 1 25.284 0 307030 3001 103001 -55 -33
3 7 4 FM 837.200 580.000 1 6 837.200 483.400 920.900 531.700 920.900 628.400 837.200 676.700 753.500 628.400 753.500 531.700 837.200 483.400 0 1 3.258 4.000 0.985 1.000 0.980 1.000 307040 9 False 3 3.600 1 34.714 0 307040 3010 103010 -55 -33
3 7 5 FM 753.500 725.000 4 6 753.500 628.400 837.200 676.700 837.200 773.400 753.500 821.700 669.800 773.400 669.800 676.700 753.500 628.400 0 1 3.104 4.000 0.952 1.000 0.945 1.000 307050 8 True 3 3.600 1 43.896 0 307050 3010 103010 -55 -33
3 7 6 FM 669.800 870.000 4 6 669.800 773.400 753.500 821.700 753.500 918.400 669.800 966.700 586.000 918.400 586.000 821.700 669.800 773.400 0 1 2.879 3.000 0.889 1.000 0.879 1.000 307060 18 False 3 3.600 1 52.408 0 307060 3011 103011 -55 -33
3 7 7 FM 586.050 1015.068 1 6 669.795 966.718 669.729 1063.405 586.071 1111.705 502.305 1063.418 502.371 966.732 586.029 918.432 669.795 966.718 1 0 2.533 3.000 0.808 1.000 0.796 1.000 307070 103 True 3 3.600 0 60.000 0 307070 3020 103020 -55 -33
3 7 8 FO 502.326 1160.055 1 6 586.071 1111.705 586.005 1208.391 502.347 1256.691 418.582 1208.405 418.647 1111.718 502.305 1063.418 586.071 1111.705 1 0 2.273 3.000 0.702 1.000 0.696 1.000 307080 103 False 3 3.600 0 66.586 0 307080 3020 103020 -55 -33
3 7 9 FO 418.603 1305.041 1 6 502.347 1256.691 502.282 1353.377 418.537 1401.727 334.858 1353.391 334.837 1256.755 418.582 1208.405 502.347 1256.691 1 0 2.263 3.000 0.664 1.000 0.664 1.000 307090 105 False 3 3.600 0 72.216 0 307090 3020 103022 -55 -33
3 7 10 aOe 334.879 1450.027 1 4 418.624 1401.677 251.134 1498.377 251.113 1401.741 334.858 1353.391 418.624 1401.677 0.000 0.000 0.000 0.000 1 0 0.912 1.000 0.359 1.000 0.359 1.000 307100 111 False 3 3.600 0 76.996 0 307100 3021 103022 -55 -33
3 8 0 FO 1339.500 0.000 0 6 1339.500 -96.700 1423.200 -48.300 1423.200 48.300 1339.500 96.700 1255.800 48.300 1255.800 -48.300 1339.500 -96.700 0 0 2.358 3.000 0.679 1.000 0.679 1.000 308000 3 False 3 3.600 0 0.000 0 308000 3000 103000 -55 -33
3 8 1 FO 1255.800 145.000 0 6 1255.800 48.300 1339.500 96.700 1339.500 193.300 1255.800 241.700 1172.100 193.300 1172.100 96.700 1255.800 48.300 0 0 2.273 3.000 0.702 1.000 0.696 1.000 308010 3 False 3 3.600 0 6.586 0 308010 3000 103000 -55 -33
3 8 2 FM 1172.100 290.000 0 6 1172.100 193.300 1255.800 241.700 1255.800 338.400 1172.100 386.700 1088.400 338.400 1088.400 241.700 1172.100 193.300 0 0 2.482 3.000 0.772 1.000 0.759 1.000 308020 5 True 3 3.600 0 13.897 0 308020 3000 103002 -55 -33
3 8 3 FM 1088.400 435.000 0 6 1088.400 338.400 1172.100 386.700 1172.100 483.400 1088.400 531.700 1004.600 483.400 1004.600 386.700 1088.400 338.400 0 0 2.552 3.000 0.809 1.000 0.799 1.000 308030 11 True 3 3.600 0 21.785 0 308030 3001 103002 -55 -33
3 8 4 FM 1004.600 580.000 1 6 1004.600 483.400 1088.400 531.700 1088.400 628.400 1004.600 676.700 920.900 628.400 920.900 531.700 1004.600 483.400 0 1 2.621 3.000 0.821 1.000 0.809 1.000 308040 10 True 3 3.600 1 30.000 0 308040 3010 103012 -55 -33
3 8 5 FM 920.900 725.000 1 6 920.900 628.400 1004.600 676.700 1004.600 773.400 920.900 821.700 837.200 773.400 837.200 676.700 920.900 628.400 0 1 2.568 3.000 0.810 1.000 0.797 1.000 308050 9 True 3 3.600 1 38.212 0 308050 3010 103010 -55 -33
3 8 6 FM 837.200 870.000 1 6 837.200 773.400 920.900 821.700 920.900 918.400 837.200 966.700 753.500 918.400 753.500 821.700 837.200 773.400 0 1 2.484 3.000 0.772 1.000 0.759 1.000 308060 8 False 3 3.600 1 46.101 0 308060 3010 103010 -55 -33
3 8 7 FO 753.500 1015.100 1 6 753.500 918.400 837.200 966.700 837.200 1063.400 753.500 1111.700 669.800 1063.400 669.800 966.700 753.500 918.400 0 1 2.273 3.000 0.695 1.000 0.689 1.000 308070 15 True 3 3.600 1 53.414 0 308070 3011 103011 -55 -33
3 8 8 FO 669.750 1160.041 1 6 753.495 1111.691 753.429 1208.377 669.771 1256.677 586.005 1208.391 586.071 1111.705 669.729 1063.405 753.495 1111.691 1 0 2.358 3.000 0.679 1.000 0.679 1.000 308080 103 False 3 3.600 0 60.000 0 308080 3020 103020 -55 -33
3 8 9 FOe 586.026 1305.027 1 6 669.771 1256.677 669.755 1353.450 586.097 1401.750 502.282 1353.377 502.347 1256.691 586.005 1208.391 669.771 1256.677 1 0 1.743 2.000 0.569 1.000 0.568 1.000 308090 103 False 3 3.600 0 65.817 0 308090 3020 103020 -55 -33
3 8 10 cOe 502.353 1450.100 1 3 586.097 1401.750 418.537 1401.727 502.282 1353.377 586.097 1401.750 0.000 0.000 0.000 0.000 0.000 0.000 1 0 0.000 0.000 0.120 0.000 0.120 0.000 308100 105 False 3 3.600 0 70.893 0 308100 3020 103022 -55 -33
3 9 0 cOe 1507.000 0.000 0 3 1423.200 -48.300 1507.000 96.700 1423.200 48.300 1423.200 -48.300 0.000 0.000 0.000 0.000 0.000 0.000 0 0 0.000 0.000 0.120 0.000 0.120 0.000 309000 3 False 3 3.600 5 0.000 0 309000 3000 103000 -55 -33
3 9 1 FOe 1423.200 145.000 0 6 1423.200 48.300 1507.000 96.700 1507.000 193.300 1423.200 241.700 1339.500 193.300 1339.500 96.700 1423.200 48.300 0 0 1.743 2.000 0.569 1.000 0.568 1.000 309010 3 False 3 3.600 0 5.817 0 309010 3000 103000 -55 -33
3 9 2 FO 1339.500 290.000 0 6 1339.500 193.300 1423.200 241.700 1423.200 338.400 1339.500 386.700 1255.800 338.400 1255.800 241.700 1339.500 193.300 0 0 2.263 3.000 0.664 1.000 0.664 1.000 309020 5 False 3 3.600 0 12.216 0 309020 3000 103002 -55 -33
3 9 3 FO 1255.800 435.000 0 6 1255.800 338.400 1339.500 386.700 1339.500 483.400 1255.800 531.700 1172.100 483.400 1172.100 386.700 1255.800 338.400 0 0 2.054 3.000 0.642 1.000 0.640 1.000 309030 11 False 3 3.600 0 19.106 0 309030 3001 103002 -55 -33
3 9 4 FO 1172.100 580.000 0 6 1172.100 483.400 1255.800 531.700 1255.800 628.400 1172.100 676.700 1088.400 628.400 1088.400 531.700 1172.100 483.400 0 0 2.102 3.000 0.654 1.000 0.652 1.000 309040 11 False 3 3.600 1 26.328 0 309040 3001 103002 -55 -33
3 9 5 FO 1088.400 725.000 1 6 1088.400 628.400 1172.100 676.700 1172.100 773.400 1088.400 821.700 1004.600 773.400 1004.600 676.700 1088.400 628.400 0 1 2.124 3.000 0.650 1.000 0.647 1.000 309050 10 False 3 3.600 1 33.668 0 309050 3010 103012 -55 -33
3 9 6 FO 1004.600 870.000 1 6 1004.600 773.400 1088.400 821.700 1088.400 918.400 1004.600 966.700 920.900 918.400 920.900 821.700 1004.600 773.400 0 1 2.038 3.000 0.643 1.000 0.640 1.000 309060 9 False 3 3.600 1 40.893 0 309060 3010 103010 -55 -33
3 9 7 FO 920.900 1015.100 1 6 920.900 918.400 1004.600 966.700 1004.600 1063.400 920.900 1111.700 837.200 1063.400 837.200 966.700 920.900 918.400 0 1 2.304 3.000 0.664 1.000 0.664 1.000 309070 15 False 3 3.600 1 47.786 0 309070 3011 103011 -55 -33
